,speed,course,rot,collection_type,PC1,Pc2
670,9.0,60.6,0.0,1,-0.1701684861945663,-1.261854167964079
671,9.0,71.6,127.0,1,-2.4149180566690607,-1.196872195226013
672,9.0,46.8,-127.0,1,1.7833265000200422,-1.4615114034209136
673,9.0,64.6,0.0,1,-0.4619266391228027,-1.3422489550781918
674,9.0,64.1,-127.0,1,1.782045362084386,-1.3234154875443631
675,9.0,76.4,0.0,1,-0.1713385428063225,-1.1357318864120844
676,9.0,68.3,0.0,1,-0.1707387036572576,-1.2003895117646892
677,9.0,72.9,0.0,1,-0.1710793530505537,-1.1636703665027164
678,9.0,78.7,0.0,1,-0.1715088675029706,-1.117372313781098
679,9.0,64.1,0.0,1,-0.1704276759503351,-1.233915687873447
680,9.0,85.6,0.0,1,-0.1720198415929147,-1.062293595888139
681,9.0,62.5,-127.0,1,1.78216384882988,-1.3361873641572233
682,9.0,63.2,-127.0,1,2.0735739469432266,-1.2182751894928332
683,9.0,41.9,0.0,1,-0.1687836723566017,-1.411125475876882
684,9.0,62.5,0.0,1,-0.1703091892048407,-1.2466875644863076
685,9.0,58.3,0.0,1,-0.1699981614979182,-1.2802137405950655
686,9.0,54.0,-127.0,1,2.0742552457298187,-1.2917134800167789
687,9.0,27.0,127.0,1,-2.4116152386384075,-1.55288825580949
688,9.0,34.9,0.0,1,-0.1682652928450641,-1.4670024360581453
689,9.0,64.6,0.0,1,-0.4619266391228027,-1.3422489550781918
690,9.0,56.7,127.0,1,-2.413814648851645,-1.3158102961832732
691,9.0,72.1,0.0,1,-0.1710201096778066,-1.1700563048091464
692,9.0,65.1,0.0,1,-0.170501730166269,-1.2259332649904096
693,9.0,73.9,0.0,1,-0.1711534072664876,-1.1556879436196787
694,9.0,73.3,127.0,1,-2.4150439488361486,-1.1833020763248492
695,9.0,97.1,0.0,1,-0.1728714650761549,-0.9704957327332064
696,9.0,30.5,0.0,1,-0.1679394542949548,-1.5021250967435111
697,9.0,63.4,0.0,1,-0.1703758379991813,-1.2395033838915732
698,9.0,30.0,-128.0,2,5.800518988486238,-1.4678776865314171
699,9.0,72.4,-127.0,1,2.072892648156635,-1.144836898968887
700,9.0,49.4,127.0,1,-2.7047359891398286,-1.4864064618757116
701,9.0,77.8,0.0,1,-0.17144221870863,-1.1245564943758322
702,9.0,54.9,-127.0,1,1.7827266608709782,-1.3968537780683086
703,9.0,73.5,0.0,1,-0.1711237855801141,-1.1588809127728938
704,9.0,78.5,0.0,1,-0.1714940566597837,-1.118968798357706
705,9.0,70.5,127.0,1,-2.7062985330960343,-1.3179773390436178
856,9.5,52.0,0.0,1,-0.1710674148214658,-1.1813596765159626
857,9.5,55.2,127.0,1,-2.415239362411676,-1.1786406022655906
858,9.5,40.1,127.0,1,-2.414121143751073,-1.2991751877994584
859,9.5,63.3,127.0,1,-2.4158392015607406,-1.113982976912986
860,9.5,60.5,127.0,1,-2.4156318497561258,-1.136333760985491
861,9.5,56.0,127.0,1,-2.4152986057844226,-1.1722546639591604
862,9.5,45.9,0.0,1,-0.1706156841042688,-1.2300524561024926
863,9.5,57.9,0.0,1,-0.171504334695476,-1.1342633815060408
864,9.5,82.3,-127.0,1,2.070623716534957,-0.9166675841845756
865,9.5,36.2,127.0,1,-2.4138323323089312,-1.3303066370433052
866,9.5,61.1,0.0,1,-0.1717413081864646,-1.108719628280321
867,9.5,100.1,-127.0,1,2.069305551491333,-0.7745804568665063
868,9.5,29.4,127.0,1,-2.4133287636405805,-1.384587112647961
869,9.5,88.2,-127.0,1,1.7787248605964463,-0.981895767820917
870,9.5,70.0,-128.0,2,5.796021024964947,-0.9994374429676736
871,9.5,28.4,127.0,1,-2.413254709424647,-1.3925695355309984
872,9.5,40.4,127.0,1,-2.4141433600158533,-1.2967804609345472
873,9.5,67.3,-127.0,1,1.7802725937094657,-1.148728406076403
874,9.5,27.1,127.0,1,-2.4131584389439324,-1.4029466852789476
875,9.5,39.1,127.0,1,-2.41404708953514,-1.3071576106824965
876,9.5,58.0,0.0,1,-0.46297367618157,-1.245789617864001
877,9.5,55.6,0.0,1,-0.1713340099988279,-1.1526229541370276
878,9.5,52.1,127.0,1,-2.706471730406781,-1.3157105918492706
1002,10.0,56.1,0.0,1,-0.1729068319907263,-0.9994884144532692
1003,10.0,40.0,127.0,1,-2.7071114692779124,-1.2631545804917863
1004,10.0,56.5,0.0,1,-0.1729364536770999,-0.9962954453000544
1005,10.0,54.8,0.0,1,-0.1728105615100122,-1.0098655642012182
1006,10.0,50.3,127.0,1,-2.4164122916375312,-1.0686111461502352
1007,10.0,55.7,0.0,1,-0.1728772103043527,-1.0026813836064845
1008,10.0,55.2,0.0,1,-0.1728401831963858,-1.0066725950480029
1009,10.0,59.6,0.0,1,-0.1731660217464951,-0.9715499343626378
1010,10.0,51.4,127.0,1,-2.416493751275058,-1.059830480978894
1579,10.5,50.5,0.0,1,-0.1740279232654276,-0.8950466543560406
5396,8.1,55.4,127.0,1,-2.4109539475798547,-1.5946454367672531
5397,8.1,68.8,-127.0,1,1.7844617380605732,-1.5543560908301173
5524,8.6,78.0,-128.0,2,5.798193022028554,-1.2040360507394037
5525,8.6,65.8,-127.0,1,1.7831481058244434,-1.4291600312369908
5526,8.6,72.4,-127.0,1,1.7826593479992794,-1.3764760402089424
5527,8.6,62.9,-127.0,1,1.7833628630506515,-1.4523090575978
5528,8.6,70.9,0.0,1,-0.1697026087115407,-1.2989498748625827
5529,8.6,68.0,127.0,1,-2.704884761649055,-1.457248058845004
5530,8.6,46.7,-127.0,1,1.7845625413487811,-1.5816243083030093
5531,8.6,52.9,0.0,1,-0.1683696328247299,-1.44263348675726
5681,9.1,61.1,0.0,1,-0.4619746083438201,-1.3403587695203758
5682,9.1,32.9,0.0,1,-0.1684243433899825,-1.453138616175773
5683,9.1,38.3,0.0,1,-0.1688242361560258,-1.41003353260737
5684,9.1,61.7,0.0,1,-0.4620190408733804,-1.335569315790553
5685,9.1,70.8,0.0,1,-0.1712309981738787,-1.1506047889086477
5686,9.1,31.0,127.0,1,-2.41221861447893,-1.491129898628892
5687,9.1,32.9,0.0,1,-0.1684243433899825,-1.453138616175773
5688,9.1,38.5,127.0,1,-2.4127740210984348,-1.43126172700611
5689,9.1,74.7,0.0,1,-0.171519809616021,-1.1194733396648004
5690,9.1,83.8,0.0,1,-0.1721937029810199,-1.0468332914291587
5691,9.1,45.4,0.0,1,-0.1693500210891567,-1.3533583301378027
5692,9.1,53.5,-127.0,1,1.782523177796499,-1.378200504456114
5693,9.1,54.5,127.0,1,-2.413958888553377,-1.3035429608775082
5694,9.1,71.9,0.0,1,-0.171312457811406,-1.141824123737306
5695,9.1,49.5,127.0,1,-2.413588617473708,-1.3434550752926966
5696,9.1,77.8,0.0,1,-0.4632113137499167,-1.207052307373648
5697,9.1,72.1,0.0,1,-0.1713272686545928,-1.140227639160699
5698,9.1,41.6,127.0,1,-2.41300358916783,-1.4065162160686933
5699,9.1,55.1,127.0,1,-2.414003321082938,-1.2987535071476857
5700,9.1,63.0,-127.0,1,1.7818196627451268,-1.3023674870672568
5701,9.1,94.8,-127.0,1,1.7794647386784277,-1.0485264393866602
5702,9.1,59.6,127.0,1,-2.4143365650546404,-1.2628326041740163
5703,9.1,46.4,-127.0,1,2.074510898794131,-1.3225512282794174
5704,9.1,48.2,-127.0,1,2.07437760120545,-1.3081828670899494
5705,9.1,57.8,-127.0,1,1.7822047446679832,-1.343876086059052
5706,9.1,55.9,0.0,1,-0.170127590356463,-1.2695428898659076
5707,9.1,77.3,0.0,1,-0.1717123505774493,-1.098719040168903
5708,9.1,61.3,0.0,1,-0.4619894191870069,-1.338762284943768
5709,9.1,70.8,0.0,1,-0.1712309981738787,-1.1506047889086477
5710,9.1,83.7,-127.0,1,2.0717486765397948,-1.0248068547421143
5711,9.1,45.4,0.0,1,-0.1693500210891567,-1.3533583301378027
5926,9.6,43.0,127.0,1,-2.414643059954068,-1.2461974957902018
5927,9.6,62.7,0.0,1,-0.1721669539087452,-1.0661190860190128
5928,9.6,49.8,127.0,1,-2.70660856468692,-1.3042414988318094
5929,9.6,55.6,0.0,1,-0.1716411689756142,-1.1227942884885798
5930,9.6,54.7,-127.0,1,2.0723604539179474,-1.107153790107966
5931,9.6,63.2,0.0,1,-0.1722039810167122,-1.062127874577494
5932,9.6,36.8,127.0,1,-2.4141839238152776,-1.2956885176650348
6092,10.1,60.0,0.0,1,-0.1735028024096549,-0.9385282995609748
6093,10.1,60.5,0.0,1,-0.1735398295176219,-0.934537088119456
6094,10.1,54.1,0.0,1,-0.1730658825356447,-0.9856245945708968
10547,8.2,36.8,0.0,1,-0.1659487240410484,-1.690465157767957
10548,8.2,47.4,0.0,1,-0.1667336987299481,-1.6058514752077582
10659,8.7,45.3,0.0,1,-0.4595759158249189,-1.5857957136661618
10660,8.7,62.5,0.0,1,-0.1693877122744819,-1.3361735614316514
10661,8.7,88.9,0.0,1,-0.1713427435751379,-1.1254375973194588
10662,8.7,48.8,0.0,1,-0.4598351055806876,-1.5578572335755296
10663,8.7,69.5,0.0,1,-0.1699060917860195,-1.2802966012503882
10664,8.7,41.1,0.0,1,-0.1678029520534956,-1.5069974111286562
10665,8.7,63.5,-127.0,1,1.7830112715443052,-1.4176909382195293
10666,8.7,46.6,-127.0,1,2.0757247238580887,-1.4402694062966015
10667,8.7,57.6,-127.0,1,1.7834481914183151,-1.4647872332294516
10668,8.7,55.0,0.0,1,-0.1688323056549774,-1.3960417330544337
10669,8.7,30.2,0.0,1,-0.1669957610998158,-1.5940058205537662
10670,8.7,61.4,-127.0,1,2.0746287214622665,-1.3221295476276451
10671,8.7,92.7,0.0,1,-0.1716241495956868,-1.0951043903639155
10672,8.7,77.2,-127.0,1,2.0734586648505107,-1.1960072660756509
10673,8.7,70.3,0.0,1,-0.4614272712232672,-1.386235141590222
10674,8.7,52.3,127.0,1,-2.412567333371178,-1.4404189538139829
10675,8.7,56.5,-127.0,1,2.074991587120344,-1.3612434197545291
10676,8.7,59.0,127.0,1,-2.4130634966179354,-1.3869367204976304
10677,8.7,71.8,0.0,1,-0.1700764164826675,-1.2619370286194016
10897,9.2,42.1,0.0,1,-0.169412801153361,-1.349871660003379
10898,9.2,52.8,127.0,1,-2.7056020914275765,-1.3996088927764885
10899,9.2,34.6,0.0,1,-0.1688573945338565,-1.409739831626161
10900,9.2,77.1,0.0,1,-0.1720046987110488,-1.0704868590970626
10901,9.2,45.0,127.0,1,-2.413562532478791,-1.3495473126179178
10902,9.2,69.2,-127.0,1,1.7810533676295497,-1.2230477995439752
10903,9.2,34.1,0.0,1,-0.1688203674258895,-1.4137310430676795
10904,9.2,82.2,0.0,1,-0.1723823752123119,-1.0297765023935712
10905,9.2,58.1,127.0,1,-2.7059945787720263,-1.3573020514963892
10906,9.2,27.8,0.0,1,-0.1683538258655056,-1.4640203072308164
10907,9.2,48.7,0.0,1,-0.169901558978525,-1.2971876689753306
10908,9.2,57.0,127.0,1,-2.414451183069999,-1.253758238021467
10909,9.2,54.6,0.0,1,-0.1703384788525352,-1.2500913739654087
10910,9.2,74.9,0.0,1,-0.1718417794359941,-1.0880481894397454
10911,9.2,69.8,-127.0,1,2.07247087116449,-1.105933867167889
10912,9.2,56.9,127.0,1,-2.7059057137129057,-1.3668809589560338
10913,9.2,53.9,-127.0,1,1.782186397133339,-1.3451788696544509
10914,9.2,60.1,-127.0,1,1.7817272609945487,-1.2956878477796177
10915,9.2,71.6,-127.0,1,2.072337573575809,-1.0915655059784215
10916,9.2,77.4,-127.0,1,2.071908059123392,-1.0452674532568036
10917,9.2,43.6,127.0,1,-2.4134588565764843,-1.3607227046541708
10918,9.2,69.5,-127.0,1,1.7810311513647692,-1.220653072679064
10919,9.2,40.1,127.0,1,-2.4131996668207147,-1.3886611847448025
10920,9.2,71.3,0.0,1,-0.1715751842586319,-1.1167849118186806
10921,9.2,60.4,0.0,1,-0.170767993304952,-1.2037933212437908
10922,9.2,55.4,0.0,1,-0.1703977222252823,-1.243705435658979
11054,9.7,61.0,-127.0,1,2.071586753380777,-1.027035860296381
11055,9.7,65.3,0.0,1,-0.1726666538469597,-1.0155361208746672
11056,9.7,65.2,-127.0,1,2.0712757256738548,-0.993509684187623
11057,9.7,53.8,0.0,1,-0.1718150303637194,-1.1073339840295997
11058,9.7,52.2,0.0,1,-0.1716965436182251,-1.12010586064246
11059,9.7,56.2,0.0,1,-0.1719927604819608,-1.0881761691103096
11060,9.7,29.7,0.0,1,-0.1700303237597116,-1.299710375510806
11061,9.7,50.4,127.0,1,-2.7069601561932664,-1.2696233794535383
11062,9.7,69.9,0.0,1,-0.1730073032402558,-0.978816975612694
11063,9.7,56.3,0.0,1,-0.1720001659035543,-1.0873779268220058
11064,9.7,33.5,127.0,1,-2.4142467038794826,-1.292201847530611
11065,9.7,58.1,0.0,1,-0.1721334634922353,-1.0730095656325378
11066,9.7,55.3,0.0,1,-0.1719261116876203,-1.0953603497050437
11067,9.7,31.9,0.0,1,-0.1701932430347662,-1.2821490451681228
11068,9.7,51.1,0.0,1,-0.1716150839806978,-1.128886525813801
11069,9.7,53.4,0.0,1,-0.1717854086773458,-1.1105269531828146
11070,9.7,34.5,127.0,1,-2.4143207580954167,-1.2842194246475735
11071,9.7,67.8,-127.0,1,2.0710831847124265,-0.9727553846917256
11072,9.7,64.0,0.0,1,-0.1725703833662456,-1.025913270622616
11351,10.2,58.1,0.0,1,-0.1736692583761668,-0.9238662373902988
11352,10.2,52.5,0.0,1,-0.1732545547669367,-0.9685678055353092
11353,10.2,61.5,-127.0,1,2.0700139313888783,-0.873901320612623
11354,10.2,48.7,0.0,1,-0.1729731487463877,-0.9989010124908524
11355,10.2,46.0,127.0,1,-2.4167081764625875,-1.0432782332504014
11356,10.2,58.6,0.0,1,-0.1737062854841337,-0.91987502594878
11357,10.2,48.1,0.0,1,-0.1729287162168274,-1.003690466220675
15999,8.8,44.8,0.0,1,-0.1683841116292375,-1.447633780812969
16000,8.8,73.3,0.0,1,-0.1704946567833547,-1.220134728646397
16001,8.8,71.7,0.0,1,-0.1703761700378604,-1.2329066052592572
16002,8.8,71.5,0.0,1,-0.1703613591946736,-1.2345030898358649
16003,8.8,55.5,127.0,1,-2.704573401903453,-1.4973710135860778
16004,8.8,67.9,-127.0,1,1.782378274017409,-1.3527396118857158
16005,8.8,49.9,0.0,1,-0.1687617881305006,-1.4069234241094768
16006,8.8,40.8,0.0,1,-0.1680878947655018,-1.4795634723451188
16007,8.8,73.3,127.0,1,-2.414429630882576,-1.2429594076217445
16008,8.8,46.4,-127.0,1,2.07543237572449,-1.4120372252247602
16009,8.8,59.6,0.0,1,-0.1694801140250598,-1.329493922144012
16010,8.8,63.5,-127.0,1,1.7827041125675185,-1.387862272571081
16011,8.8,69.9,127.0,1,-2.4141778465484003,-1.2700996454240725
16012,8.8,45.7,127.0,1,-2.4123857345228,-1.4632742791935829
16013,8.8,58.5,-127.0,1,1.7830743836471885,-1.4277743869862694
16014,8.8,68.8,0.0,1,-0.170161412811652,-1.256055631620066
16015,8.8,72.4,-127.0,1,2.0735069661102066,-1.2044942302657828
16016,8.8,36.6,-127.0,1,2.0761581070406416,-1.490264969478529
16017,8.8,61.5,-127.0,1,1.782852220999386,-1.403827118337156
16018,8.8,51.7,-127.0,1,1.7835779523155393,-1.4820548625909244
16019,8.8,65.3,127.0,1,-2.413837197155105,-1.3068187906860451
16020,8.8,65.5,0.0,1,-0.16991703389907,-1.2823976271340902
16021,8.8,38.5,0.0,1,-0.1679175700688537,-1.4979230449761054
16022,8.8,45.7,127.0,1,-2.4123857345228,-1.4632742791935829
16023,8.8,66.1,0.0,1,-0.1699614664286304,-1.2776081734042677
16252,9.3,49.1,127.0,1,-2.4141733137409065,-1.2869907131490153
16253,9.3,80.4,0.0,1,-0.172556236600417,-1.0143161979345905
16254,9.3,64.9,127.0,1,-2.706805306417164,-1.273192910243285
16255,9.3,58.4,0.0,1,-0.462388979914371,-1.3022539800076811
16256,9.3,65.6,0.0,1,-0.1714602342045948,-1.132456056603547
16257,9.3,78.1,-127.0,1,2.071549062195452,-1.009851091590229
16258,9.3,34.7,127.0,1,-2.413106933031458,-1.4019376026647568
16259,9.3,78.2,-127.0,1,2.0715416567738587,-1.0090528493019255
16260,9.3,43.2,127.0,1,-2.7051983299313966,-1.4464114868052012
16261,9.3,85.0,0.0,1,-0.1728968859937132,-0.9775970526726177
16262,9.3,58.2,-127.0,1,2.073022741092538,-1.1687013069626777
16263,9.3,74.1,-127.0,1,1.780383342994688,-1.1541052617686427
16264,9.3,49.0,-128.0,2,5.798190481453132,-1.226725654808359
16265,9.3,44.6,0.0,1,-0.1699050956699821,-1.3000869371473367
16266,9.3,68.5,0.0,1,-0.1716749914308032,-1.109307030242738
16267,9.3,48.4,-127.0,1,2.07374847240869,-1.2469290512164457
16268,9.3,50.9,127.0,1,-2.705768547394088,-1.384946830605811
16269,9.3,68.3,0.0,1,-0.1716601805876164,-1.1109035148193456
16270,9.3,84.9,0.0,1,-0.1728894805721198,-0.9783952949609211
16271,9.3,43.0,0.0,1,-0.1697866089244878,-1.3128588137601969
16272,9.3,68.5,-127.0,1,1.7807980466039173,-1.1988068299136536
16273,9.3,54.8,127.0,1,-2.4145954227717303,-1.2414909027157008
16274,9.3,44.4,127.0,1,-2.4138252589260167,-1.3245081006992918
16275,9.3,85.8,-127.0,1,1.77951690866826,-1.0607109140371032
16276,9.3,50.7,0.0,1,-0.1703568263871791,-1.2513941575608072
16277,9.3,34.4,127.0,1,-2.413084716766678,-1.404332329529668
16278,9.3,73.2,0.0,1,-0.1720230462456927,-1.0717896426924611
16279,9.3,28.3,127.0,1,-2.41263298604948,-1.4530251091161976
16280,9.3,35.0,0.0,1,-0.1691941751970163,-1.3767181968244977
16281,9.3,80.2,-127.0,1,1.7799316122774904,-1.105412482182114
16282,9.3,62.4,-127.0,1,1.7812497773211142,-1.2474996095001831
16283,9.3,60.4,127.0,1,-2.706472062445461,-1.309113813216954
16383,9.8,62.5,0.0,1,-0.1727664610191309,-1.0080582392987243
16384,9.8,54.4,0.0,1,-0.1721666218700661,-1.072715864651329
16385,9.8,64.8,0.0,1,-0.172936785715779,-0.9896986666677378
16783,10.3,57.7,0.0,1,-0.1739467956665795,-0.8972305408950655
16784,10.3,59.1,0.0,1,-0.174050471568887,-0.8860551488588129
21055,8.4,66.4,0.0,1,-0.1687550467862655,-1.3945281091331476
21056,8.4,40.0,-128.0,2,5.801621400187616,-1.567025451591728
21057,8.4,39.8,0.0,1,-0.1667852046424228,-1.606860557821948
21058,8.4,62.7,127.0,1,-2.412416020286531,-1.446887752775735
21059,8.4,51.0,-127.0,1,2.076320362238338,-1.494632742556579
21190,8.9,68.3,-127.0,1,2.07350342941875,-1.2073934984377892
21191,8.9,43.7,0.0,1,-0.1686098109684965,-1.426585780335862
21192,8.9,52.8,127.0,1,-2.7046806144972173,-1.489094889721832
21193,8.9,73.6,0.0,1,-0.1708240320249212,-1.1879113361330378
21194,8.9,84.7,-127.0,1,2.072288940277433,-1.0764817631559724
21195,8.9,43.2,0.0,1,-0.1685727838605295,-1.4305769917773814
21196,8.9,79.3,127.0,1,-2.4151811151549665,-1.1652362046750713
21197,8.9,40.1,-127.0,1,2.0755917583080867,-1.4324978237394497
21198,8.9,70.7,0.0,1,-0.1706092747987127,-1.211060362493847
21199,8.9,74.3,0.0,1,-0.1708758699760749,-1.182323640114911
21200,8.9,69.1,-127.0,1,2.073444186046003,-1.2010075601313592
21201,8.9,83.7,-127.0,1,1.7809010584288665,-1.1967886646852737
21202,8.9,70.9,-127.0,1,1.7818489523928214,-1.2989636775881548
21203,8.9,70.8,-127.0,1,1.7818563578144146,-1.2997619198764587
21204,8.9,31.7,0.0,1,-0.1677211603772892,-1.5223748549323133
21205,8.9,67.1,127.0,1,-2.414277653720572,-1.26262176384813
21206,8.9,55.4,0.0,1,-0.4609381813594241,-1.4455159112505855
21207,8.9,77.3,-127.0,1,2.072836941475345,-1.1355516924904503
21208,8.9,35.6,0.0,1,-0.1680099718194316,-1.491243405688467
21209,8.9,33.0,0.0,1,-0.1678174308580033,-1.5119977051843645
21210,8.9,49.0,0.0,1,-0.460464234377447,-1.4966034177020262
21211,8.9,54.8,0.0,1,-0.1694318127653631,-1.337980886334145
21212,8.9,56.0,127.0,1,-2.704917587988206,-1.463551136496111
21213,8.9,51.2,127.0,1,-2.704562127751724,-1.5018667663346916
21214,8.9,71.5,0.0,1,-0.1706685181714599,-1.2046744241874168
21215,8.9,52.9,-127.0,1,1.783181928279632,-1.4426472894828315
21216,8.9,74.3,-127.0,1,2.073059104123146,-1.1594989611395636
21217,8.9,63.5,0.0,1,-0.1700760844439884,-1.2685338072517178
21409,9.4,55.0,0.0,1,-0.4624443545569819,-1.299565552161561
21410,9.4,40.9,127.0,1,-2.4138732281470348,-1.322617915141476
21411,9.4,84.5,-127.0,1,2.0707679562366894,-0.9289349194903408
21412,9.4,61.2,-127.0,1,1.781031483403449,-1.2272498513113803
21413,9.4,41.9,127.0,1,-2.4139472823629684,-1.3146354922584385
21414,9.4,49.8,127.0,1,-2.4145323106688465,-1.2515743514824411
21415,9.4,70.1,-127.0,1,1.7803724008816366,-1.1562062876523458
21416,9.4,60.8,-127.0,1,2.0725230411543234,-1.1181183418183318
21417,9.4,68.8,0.0,1,-0.1720043666723697,-1.0770836377293789
21418,9.4,28.5,127.0,1,-2.412954955869454,-1.4215999588911423
21419,9.4,58.1,0.0,1,-0.1712119865618766,-1.1624955625778812
21420,9.4,58.0,0.0,1,-0.1712045811402832,-1.1632938048661847
21421,9.4,51.9,0.0,1,-0.1707528504230862,-1.2119865844527145
21422,9.4,49.9,0.0,1,-0.4620666780557189,-1.340275908865053
21423,9.4,45.2,0.0,1,-0.1702566871763287,-1.2654688177690665
21424,9.4,46.6,0.0,1,-0.1703603630786363,-1.2542934257328138
21425,9.4,53.7,0.0,1,-0.1708861480117673,-1.1976182232632466
21426,9.4,60.4,0.0,1,-0.1713823112585246,-1.1441359899468944
21427,9.4,66.5,127.0,1,-2.707230952139444,-1.2305923679819768
21561,9.9,63.1,0.0,1,-0.1731180525254776,-0.973440119920454
21562,9.9,62.8,0.0,1,-0.1730958362606975,-0.9758348467853653
21563,9.9,51.7,0.0,1,-0.1722738344638307,-1.0644397407870825
21564,9.9,61.6,0.0,1,-0.1730069712015767,-0.9854137542450104
21565,9.9,61.7,0.0,1,-0.1730143766231701,-0.9846155119567064
21566,9.9,57.3,0.0,1,-0.1726885380730608,-1.019738172642072
21567,9.9,40.9,0.0,1,-0.1714740489317442,-1.1506499079238888
21568,9.9,50.1,127.0,1,-2.7075522578820586,-1.212360775021554
22127,10.4,58.0,0.0,1,-0.1742761709081459,-0.8650071483817063
414,8.0,54.0,-128.0,2,5.801813277071683,-1.5745861938229933
6937,10.6,341.0,-128.0,2,5.772573583702202,1.491914480468443
10357,7.1,2.0,-128.0,2,5.808428527091327,-2.2581301745769795
15761,7.9,233.0,-128.0,2,5.788864731396296,-0.17556116340771
21098,8.4,145.0,-128.0,2,5.793845707514552,-0.7288710488727796
486,8.5,53.9,14.0,1,-0.4154994385945004,-1.4669958358664097
487,8.5,50.8,9.0,1,-0.3269259739070256,-1.4908427373953477
488,8.5,64.8,-12.0,1,0.0430816328658335,-1.3753146575172126
489,8.5,59.3,16.0,1,-0.4512368900077755,-1.4242501960613974
490,8.5,63.2,-12.0,1,0.0432001196113278,-1.3880865341300728
491,8.5,64.0,-11.0,1,0.0254720969149647,-1.3818803177053385
625,9.0,68.0,-7.0,1,-0.047035032127166,-1.201526185457731
626,9.0,70.1,-8.0,1,-0.0295217666570113,-1.1845833755216566
627,9.0,63.0,14.0,1,-0.4177091268434304,-1.2452124593885276
628,9.0,49.0,13.0,1,-0.3990035884967396,-1.3567866578693586
629,9.0,61.6,2.0,1,-0.2055800990577321,-1.2542311888444326
630,9.0,67.2,-12.0,1,0.0413681078636607,-1.2070135143556828
631,9.0,60.2,13.0,1,-0.3998329957151997,-1.2673835215793372
632,9.0,69.2,7.0,1,-0.2944868077169095,-1.1944633843418246
633,9.0,69.2,4.0,1,-0.2414804697460618,-1.193924218696738
634,9.0,61.6,7.0,1,-0.2939239956758116,-1.255129798252911
635,9.0,63.7,13.0,1,-0.4000921854709683,-1.2394450414887055
636,9.0,64.7,11.0,1,-0.3648286810396705,-1.2311031748422767
637,9.0,69.7,13.0,1,-0.400536510766572,-1.19155050419048
638,9.0,57.5,9.0,1,-0.3289579320377143,-1.2882171758367564
639,9.0,68.5,7.0,1,-0.2944349697657558,-1.2000510803599511
640,9.0,67.2,6.0,1,-0.2766699199614257,-1.2102485082262049
641,9.0,67.1,12.0,1,-0.3826751904815278,-1.2121250818046825
642,9.0,70.1,-9.0,1,-0.0118529873333954,-1.1844036536399607
643,9.0,56.5,13.0,1,-0.3995589951162441,-1.2969184862465766
644,9.0,55.3,8.0,1,-0.6025881695035444,-1.417923262944007
645,9.0,65.1,-7.0,1,-0.0468202749009576,-1.2246752118185402
836,9.5,61.2,-10.0,1,0.0049390796281011,-1.1061241671750603
837,9.5,56.7,-13.0,1,0.0582786615706515,-1.1415059045036426
838,9.5,58.6,19.0,1,-0.5072629797953322,-1.1320904012401325
839,9.5,57.6,10.0,1,-0.348169911666855,-1.138455327187909
840,9.5,57.5,4.0,1,-0.2421498303035662,-1.1381752381860388
841,9.5,57.2,10.0,1,-0.3481402899804814,-1.1416482963411236
842,9.5,55.6,-11.0,1,0.023022562560947,-1.1506460134383754
843,9.5,58.1,11.0,1,-0.3658757180984379,-1.1346438376280858
844,9.5,58.8,-12.0,1,0.0404543683935744,-1.1249225383309596
845,9.5,56.3,7.0,1,-0.2950673032152932,-1.1482933112907705
846,9.5,54.1,5.0,1,-0.2595668252930067,-1.1654951978700618
847,9.5,57.2,7.0,1,-0.2951339520096337,-1.1411091306960368
848,9.5,57.2,6.0,1,-0.2774651726860178,-1.1409294088143414
849,9.5,60.4,-9.0,1,-0.0126704563227676,-1.1126898273631862
850,9.5,57.0,-5.0,1,-0.0830937892830559,-1.1405489526922967
851,9.5,59.4,-10.0,1,0.0050723772167822,-1.120492528364528
852,9.5,60.6,-7.0,1,-0.0480228258131862,-1.11145278654997
853,9.5,61.6,-8.0,1,-0.0304281007055042,-1.1032906417852368
854,9.5,57.6,17.0,1,-0.4718513669321662,-1.1397133803597788
5488,8.6,68.9,14.0,1,-0.4169174108102956,-1.317430826972397
5489,8.6,64.7,10.0,1,-0.3459312658089095,-1.3502381155543728
5490,8.6,57.0,-128.0,2,5.7997481605631656,-1.3716669312831933
5491,8.6,52.6,-4.0,1,-0.097672299265486,-1.444309326095389
5492,8.6,63.7,-10.0,1,0.0075183748793427,-1.354626100803497
5493,8.6,68.2,12.0,1,-0.3815280142119101,-1.3226590792271324
5494,8.6,71.3,13.0,1,-0.3994263616049212,-1.2980932901714115
5495,8.6,60.5,11.0,1,-0.3632890174256029,-1.3839440135448264
5496,8.6,60.8,9.0,1,-0.3279736750431512,-1.3811898429165237
5497,8.6,61.1,10.0,1,-0.3456646706315472,-1.3789748379333084
5634,9.1,56.3,14.0,1,-0.4175201225734595,-1.268866027056432
5635,9.1,67.5,8.0,1,-0.312336853850224,-1.1783845594762368
5636,9.1,56.1,-14.0,1,0.0772205093309729,-1.265430298945561
5637,9.1,64.7,-6.0,1,-0.0647665915149862,-1.1982192372050025
5638,9.1,60.0,-8.0,1,-0.0290809780528648,-1.235377180991888
5639,9.1,57.9,8.0,1,-0.3116259333772583,-1.2550158191533978
5640,9.1,67.8,8.0,1,-0.3123590701150042,-1.1759898326113256
5641,9.1,70.5,5.0,1,-0.2595526785271781,-1.153898125182037
