,speed,course,rot,collection_type,PC1,Pc2
24480,11.9,185.8,-127.0,1,1.764125353678424,0.5130766811263021
24994,12.4,199.1,0.0,1,-0.1908684003121498,0.8578860333838564
24995,12.4,197.7,0.0,1,-0.1907647244098423,0.8467106413476038
24996,12.4,198.7,0.0,1,-0.1908387786257762,0.8546930642306414
24997,12.4,195.2,0.0,1,-0.1905795888700074,0.8267545841400099
24998,12.4,195.0,0.0,1,-0.1905647780268207,0.8251580995634025
24999,12.4,195.7,0.0,1,-0.1906166159779745,0.8307457955815287
25000,12.4,195.1,0.0,1,-0.1905721834484141,0.8259563418517061
25001,12.4,200.2,0.0,1,-0.1909498599496772,0.8666666985551977
25002,12.4,200.3,0.0,1,-0.1909572653712706,0.8674649408435017
25003,12.4,196.1,0.0,1,-0.190646237664348,0.8339387647347436
25004,12.4,196.2,0.0,1,-0.1906536430859415,0.8347370070230473
25005,12.4,197.0,0.0,1,-0.1907128864586886,0.8411229453294775
25006,12.4,196.4,0.0,1,-0.1906684539291282,0.8363334915996552
25007,12.4,195.7,0.0,1,-0.1906166159779745,0.8307457955815287
25008,12.4,197.8,0.0,1,-0.1907721298314357,0.8475088836359076
25009,12.4,196.0,0.0,1,-0.1906388322427546,0.83314052244644
25010,12.4,198.5,0.0,1,-0.1908239677825895,0.8530965796540341
25011,12.4,197.6,0.0,1,-0.190757318988249,0.8459123990593002
25431,12.9,237.2,0.0,1,-0.1952256608231642,1.3111596734698283
25432,12.9,237.0,0.0,1,-0.1952108499799774,1.309563188893221
25433,12.9,238.8,0.0,1,-0.1953441475686585,1.323931550082689
25434,12.9,199.4,0.0,1,-0.1924264114608614,1.0094240884910075
25435,12.9,198.2,0.0,1,-0.1923375464017407,0.999845181031362
25436,12.9,199.1,0.0,1,-0.1924041951960812,1.007029361626096
25437,12.9,198.2,0.0,1,-0.1923375464017407,0.999845181031362
25438,12.9,238.2,0.0,1,-0.1952997150390981,1.319142096352866
25439,12.9,239.3,0.0,1,-0.1953811746766255,1.3279227615242075
25440,12.9,238.6,0.0,1,-0.1953293367254717,1.3223350655060813
25441,12.9,237.6,0.0,1,-0.1952552825095378,1.3143526426230434
25442,12.9,198.5,0.0,1,-0.1923597626665208,1.0022399078962734
25443,12.9,197.0,0.0,1,-0.4837106174071206,0.8779417949254531
1905,10.5,54.9,-11.0,1,0.020002810744238,-0.8579470529720229
1906,10.5,60.5,-5.0,1,-0.0864245688066875,-0.8143238161171864
1907,10.5,68.5,-13.0,1,0.0543332320547683,-0.7490266579993204
1908,10.5,55.8,6.0,1,-0.2804330865515729,-0.8538181443661154
1909,10.5,53.3,15.0,1,-0.7307289009887821,-0.9877161771552336
1910,10.5,61.5,-9.0,1,-0.0158235057281577,-0.8056225057073662
1911,10.5,55.3,-9.0,1,-0.0153643695893673,-0.8551135275821993
1912,10.5,60.5,-5.0,1,-0.0864245688066875,-0.8143238161171864
1913,10.5,69.8,-12.0,1,-0.2548937538140622,-0.8511537087793302
1914,10.5,54.2,-10.0,1,0.0023858693717759,-0.8637144708718449
1915,10.5,59.2,-2.0,1,-0.139334636296821,-0.8252401315102221
1916,10.5,58.4,13.0,1,-0.4043070827783127,-0.834321898042087
1917,10.5,56.9,-3.0,1,-0.1214955322765571,-0.8434199822595129
1918,10.5,60.9,16.0,1,-0.748960492353496,-0.9272294851258436
1919,10.5,61.0,10.0,1,-0.3514932857688932,-0.8130284329011024
1920,10.5,66.5,16.0,1,-0.749375195962726,-0.8825279169808333
1921,10.5,57.9,-13.0,1,-0.2363437293208324,-0.9459648192057822
1922,10.5,63.0,-11.0,1,0.0194029715951731,-0.7932894276194186
1923,10.5,57.4,-7.0,1,-0.0508574420900604,-0.8387098832912115
1924,10.5,59.6,-12.0,1,-0.2541384008115361,-0.9325744221863144
1925,10.5,50.7,16.0,1,-0.7482051393509697,-1.0086501985328271
1926,10.5,59.1,-9.0,1,-0.3071077116744168,-0.93710479927292
1927,10.5,60.2,-17.0,1,-0.1658389367230169,-0.9268863590480138
1928,10.5,49.5,8.0,1,-0.315304103638421,-0.9044668522926436
1929,10.5,57.3,12.0,1,-0.3865568438171695,-0.8429228413317327
1930,10.5,51.4,15.0,1,-0.7305881979785076,-1.0028827806330058
1931,10.5,61.2,1.0,1,-0.1924890826995366,-0.8098144513892341
1932,10.5,51.9,16.0,1,-0.7482940044100904,-0.9990712910731818
1933,10.5,56.0,-13.0,1,0.0552589097539425,-0.8488069440372904
1934,10.5,59.1,-6.0,1,-0.068652113580764,-0.8253194862717436
1935,10.5,58.4,-15.0,1,-0.2010431977815676,-0.941614164000872
1936,10.5,57.8,-9.0,1,-0.0155495051292021,-0.8351574703746053
1937,10.5,58.2,-5.0,1,-0.0862542441100394,-0.8326833887481726
1938,10.5,52.6,13.0,1,-0.4038775683258958,-0.8806199507637053
1939,10.5,57.1,-8.0,1,-0.0331664465016643,-0.8409248882744275
1940,10.5,58.6,-16.0,1,-0.1833892293011385,-0.9398379575425696
1941,10.5,52.6,-13.0,1,-0.2359512419763826,-0.988271660485882
1942,10.5,54.2,-9.0,1,-0.0152829099518399,-0.8638941927535407
1943,10.5,58.5,-9.0,1,-0.0156013430803559,-0.8295697743564789
1944,10.5,60.1,3.0,1,-0.2277451817092412,-0.8189545603239666
1945,10.5,57.6,-9.0,1,-0.0155346942860153,-0.836753954951213
1946,10.5,52.5,5.0,1,-0.2625199283153751,-0.8799804179984438
1947,10.5,54.5,-17.0,1,-0.1654168276921934,-0.9723861694813282
1948,10.5,58.3,6.0,1,-0.2806182220914078,-0.8338620871585215
1949,10.5,59.5,15.0,1,-0.7311880371275725,-0.9382251552804004
1950,10.5,48.9,18.0,1,-0.7834094004095206,-1.0233780034856863
1951,10.5,53.0,6.0,1,-0.280225734746958,-0.8761689284386205
1952,10.5,57.0,-3.0,1,-0.1215029376981505,-0.8426217399712094
1953,10.5,71.4,10.0,1,-0.3522634496146061,-0.7300112349175112
1954,10.5,51.8,8.0,1,-0.6069363643995697,-0.9984317583079204
1955,10.5,58.6,-16.0,1,-0.1833892293011385,-0.9398379575425696
1956,10.5,54.4,-8.0,1,-0.0329665001186427,-0.8624774300586286
1957,10.5,54.1,6.0,1,-0.2803071943844853,-0.8673882632672791
1958,10.5,53.5,-7.0,1,-0.050568630647918,-0.8698413325350585
1959,10.5,71.1,6.0,1,-0.2815661160553622,-0.7316870742556402
1960,10.5,52.6,6.0,1,-0.2801961130605844,-0.8793618975918359
1961,10.5,57.9,-15.0,1,-0.2010061706736006,-0.945605375442391
1962,10.5,61.5,-9.0,1,-0.0158235057281577,-0.8056225057073662
1963,10.5,57.6,12.0,1,-0.3865790600819496,-0.8405281144668214
1964,10.5,51.5,-6.0,1,-0.3595512376041667,-0.9983103788290926
1965,10.5,53.0,-6.0,1,-0.068200382863567,-0.8740122658582726
1966,10.5,50.5,16.0,1,-0.748190328507783,-1.0102466831094346
1967,10.5,55.8,16.0,1,-0.7485828158522329,-0.9679398418293352
1968,10.5,58.9,-13.0,1,0.0550441525277341,-0.8256579176764813
1969,10.5,52.3,14.0,1,-0.4215241313847315,-0.8831943995103123
1970,10.5,67.4,-11.0,1,-0.2723848030194367,-0.8704912455803165
1971,10.5,51.8,-16.0,1,-0.1828856606327877,-0.9941184331472251
1972,10.5,51.7,-17.0,1,-0.1652094758875784,-0.9947369535538336
1973,10.5,56.5,-7.0,1,-0.0507907932957199,-0.8458940638859455
1974,10.5,59.6,15.0,1,-0.7311954425491658,-0.9374269129920972
1975,10.5,58.6,-16.0,1,-0.1833892293011385,-0.9398379575425696
1976,10.5,69.7,-12.0,1,0.0365755876720317,-0.739627472421371
1977,10.5,63.0,-11.0,1,0.0194029715951731,-0.7932894276194186
1978,10.5,69.2,-8.0,1,-0.0340625025144649,-0.7443375713896723
1979,10.5,60.1,3.0,1,-0.2277451817092412,-0.8189545603239666
2646,11.0,53.7,-15.0,1,-0.2022309378506095,-0.8299882233089101
2647,11.0,56.9,-10.0,1,0.0006501281048229,-0.693018600845404
2648,11.0,56.9,-10.0,1,0.0006501281048229,-0.693018600845404
2649,11.0,52.3,12.0,1,-0.3877223676214311,-0.7336916275046813
2650,11.0,52.2,-14.0,1,-0.2197886358503244,-0.8421415795151613
2651,11.0,53.0,-15.0,1,-0.2021790998994557,-0.8355759193270362
2652,11.0,53.0,-128.0,2,5.792672561984031,-0.6877086472525947
6867,10.6,73.1,-17.0,1,-0.1671013950853509,-0.7940844382083805
6868,10.6,53.0,-3.0,1,-0.121513879811201,-0.8447227658549117
6869,10.6,52.8,16.0,1,-0.7486678121812173,-0.9620584448300004
6870,10.6,72.4,-15.0,1,-0.2023871157814289,-0.8000315779898977
6871,10.6,72.2,-15.0,1,-0.2023723049382422,-0.8016280625665059
6872,10.6,55.5,15.0,1,-0.7311989792406229,-0.9403261811641034
6873,10.6,57.1,6.0,1,-0.2808365160090734,-0.8136123289697189
6874,10.6,55.9,0.0,1,-0.1747349750082572,-0.8221129051391898
6875,10.6,58.9,9.0,1,-0.3339761515686022,-0.7997831334253378
6876,10.6,55.7,-17.0,1,-0.1658128517281004,-0.9329785963732344
6877,10.6,53.6,8.0,1,-0.3159148849005365,-0.8419102528237414
6878,10.6,55.6,-16.0,1,-0.1834742256301229,-0.9339565605432344
6879,10.6,56.4,-19.0,1,-0.1305271310320223,-0.9270314565917168
6880,10.6,70.6,-18.0,1,-0.1492474802219001,-0.8138607735342789
6881,10.6,72.8,14.0,1,-0.4233494017881636,-0.6897260647595936
6882,10.6,69.4,8.0,1,-0.3170849415122926,-0.7157879712717474
6883,10.6,54.3,-8.0,1,-0.0332662536738356,-0.833447006698485
6884,10.6,57.8,-13.0,1,0.0548184531884752,-0.8046099171993751
6885,10.6,54.3,15.0,1,-0.7311101141815022,-0.9499050886237485
6886,10.6,56.6,8.0,1,-0.3161370475483383,-0.8179629841746288
6887,10.6,70.8,-4.0,1,-0.1051632655312092,-0.7024559166551471
6888,10.6,51.6,-15.0,1,0.0906151479744974,-0.8537414953108168
6889,10.6,59.0,-128.0,2,5.793456872595573,-0.7591287725481607
6890,10.6,72.2,-17.0,1,-0.1670347462910103,-0.8012686188031141
6891,10.6,67.7,-16.0,1,-0.1843702816429235,-0.8373692436584786
6892,10.6,53.9,-15.0,1,-0.2010171127866511,-0.9477064013260936
6893,10.6,51.2,3.0,1,-0.5188551942287161,-0.9724939369808172
6894,10.6,72.6,-13.0,1,0.0537224507926529,-0.6864700585304185
6895,10.6,57.9,-5.0,1,-0.0865391868220455,-0.8052494499646359
6896,10.6,53.6,7.0,1,-0.2982461055769206,-0.8417305309420458
6897,10.6,52.9,-10.0,1,0.0021749808757037,-0.844262954971346
6898,10.6,51.6,-16.0,1,-0.1831780087663871,-0.9658862520753844
6899,10.6,72.4,-8.0,1,-0.0346066349822398,-0.6889651525155039
6900,10.6,53.1,15.0,1,-0.7310212491223814,-0.959483996083394
6901,10.6,56.0,-128.0,2,5.793679035243374,-0.7830760411972737
6902,10.6,68.1,6.0,1,-0.2816511123843467,-0.7258056772563051
6903,10.6,69.1,-14.0,1,0.0716504198720376,-0.7142288167393545
6904,10.6,59.6,16.0,1,-0.749171380849568,-0.9077779692253451
6905,10.6,70.2,8.0,1,-0.3171441848850398,-0.7094020329653173
6906,10.6,59.6,-2.0,1,-0.1396714169599809,-0.7922184967085596
6907,10.6,54.7,-13.0,1,-0.2364139148066301,-0.9416799067830552
7575,11.1,53.1,-4.0,1,-0.1053883007931099,-0.6946014734426732
7576,11.1,52.2,17.0,1,-0.7678279538592043,-0.8178842921992793
7577,11.1,54.8,-12.0,1,0.0358360416287297,-0.6795935794879439
7578,11.1,50.0,-128.0,2,5.792587565655047,-0.6818272502532597
7579,11.1,49.0,14.0,1,-0.7145846423973677,-0.8428888797799129
7580,11.1,52.9,1.0,1,-0.1937173865680027,-0.6970965674277588
7581,11.1,49.7,13.0,1,-0.405505764960405,-0.7247969832338271
7582,11.1,50.4,8.0,1,-0.3172137062934792,-0.7183106778072225
7583,11.1,50.9,12.0,1,-0.6793877867604106,-0.82736283253875
7584,11.1,50.7,4.0,1,-0.2465608052637958,-0.7151970634155286
7585,11.1,52.0,-128.0,2,5.792439457223177,-0.6658624044871845
7586,11.1,51.0,-9.0,1,-0.3083508263860697,-0.8227904307348377
7587,11.1,49.7,13.0,1,-0.405505764960405,-0.7247969832338271
11604,10.2,49.3,15.0,1,-0.7295112071946875,-1.109131865632728
12223,10.7,72.6,-16.0,1,-0.1850403062777861,-0.768426705883147
12224,10.7,54.7,-8.0,1,-0.0336030343369954,-0.800425371896822
12225,10.7,55.3,-7.0,1,-0.0513162461901717,-0.7958156400486952
12226,10.7,52.2,-7.0,1,-0.0510866781207765,-0.8205611509861114
12227,10.7,70.0,11.0,1,-0.370442870989487,-0.681709017538564
12228,10.7,73.5,11.0,1,-0.3707020607452558,-0.6537705374479325
12229,10.7,53.1,15.0,1,-0.7313284080991679,-0.9296553304349456
12230,10.7,53.7,17.0,1,-0.7667103992759601,-0.9252253204685144
12231,10.7,72.8,-15.0,1,-0.2027238964445888,-0.7670099431882351
12232,10.7,53.7,17.0,1,-0.7667103992759601,-0.9252253204685144
12233,10.7,53.1,15.0,1,-0.7313284080991679,-0.9296553304349456
12234,10.7,72.1,15.0,1,-0.7327354382019127,-0.7779892956572316
12994,11.2,50.9,-15.0,1,-0.202637903999567,-0.7926816760845194
12995,11.2,55.6,5.0,1,-0.2648996092222743,-0.6464342475218924
12996,11.2,52.5,-13.0,1,-0.2380939493922931,-0.7802692432350505
12997,11.2,51.8,-15.0,1,-0.2027045527939075,-0.785497495489786
12998,11.2,52.2,-13.0,1,0.0533902029369876,-0.6703394914536982
12999,11.2,52.4,-13.0,1,0.0533753920938008,-0.6687430068770909
13000,11.2,53.1,-15.0,1,-0.2028008232746215,-0.7751203457418362
17083,10.3,56.7,-4.0,1,-0.1031976241561818,-0.9044940762513204
17084,10.3,49.4,12.0,1,-0.6768194336222193,-1.0779657920508892
17085,10.3,57.3,6.0,1,-0.571391785986402,-1.013826319984718
17086,10.3,50.5,11.0,1,-0.3677701778716301,-0.9566809263515884
17087,10.3,50.9,4.0,1,-0.2441183442926923,-0.9522299040265038
17088,10.3,56.9,16.0,1,-0.7480499575361877,-1.0188165079548894
17089,10.3,50.7,5.0,1,-0.2617723127731215,-0.954006110484807
17090,10.3,54.6,-9.0,1,-0.014698213684641,-0.9203585548972212
17091,10.3,54.9,17.0,1,-0.7655706284279357,-1.0349610756026602
17092,10.3,54.8,-9.0,1,-0.0147130245278278,-0.9187620703206136
17093,10.3,50.7,5.0,1,-0.2617723127731215,-0.954006110484807
17094,10.3,51.6,16.0,1,-0.7476574701917377,-1.061123349234989
17095,10.3,52.5,-3.0,1,-0.1205553757728752,-0.938199974241774
17096,10.3,55.4,15.0,1,-0.7302700968886708,-1.0306104203977502
17097,10.3,52.5,16.0,1,-0.7477241189860784,-1.0539391686402546
17098,10.3,54.8,-16.0,1,-0.1824935053270169,-1.0298284957950077
17099,10.3,51.6,16.0,1,-0.7476574701917377,-1.061123349234989
17100,10.3,54.9,17.0,1,-0.7655706284279357,-1.0349610756026602
17618,10.8,54.5,16.0,1,-0.7494080223018776,-0.8888309946319409
17619,10.8,51.7,5.0,1,-0.2633821618729868,-0.79688035935953
17620,10.8,52.1,13.0,1,-0.4047620181482876,-0.7951251652598803
17621,10.8,51.0,15.0,1,-0.7314800532224929,-0.9165897528408764
17622,10.8,52.1,1.0,1,-0.4841986023293973,-0.9052929813257958
17623,10.8,55.3,-16.0,1,-0.1840663273189153,-0.8766939561112497
17624,10.8,54.9,9.0,1,-0.3342942526584391,-0.7720554936605923
17625,10.8,52.2,7.0,1,-0.5902186836926864,-0.9055730703276668
17626,10.8,54.1,-15.0,1,-0.2016462415834105,-0.8864525854525901
17627,10.8,52.9,-14.0,1,0.0722357802165948,-0.7838867361476674
17628,10.8,50.3,15.0,1,-0.7314282152713389,-0.9221774488590028
17629,10.8,54.2,12.0,1,-0.3872487526781331,-0.7781823553238055
17630,10.8,55.2,-10.0,1,0.0013903382254831,-0.7662460510434637
17631,10.8,52.8,-7.0,1,-0.0514382696271231,-0.7859430316078406
17632,10.8,49.3,17.0,1,-0.766691719702637,-0.930519315505432
17633,10.8,55.5,-5.0,1,-0.0869757746573766,-0.7647499335870309
17634,10.8,54.5,0.0,1,-0.4667075531240228,-0.8859554445248098
17635,10.8,53.9,15.0,1,-0.7316948104487012,-0.8934407264800674
17636,10.8,55.7,-4.0,1,-0.1046593648241793,-0.7633331708921188
17637,10.8,55.8,-9.0,1,-0.0163228736276931,-0.7616363191953367
17638,10.8,54.8,-10.0,1,0.0014199599118567,-0.7694390201966786
17639,10.8,51.8,-9.0,1,-0.0160266567639573,-0.7935660107274871
17640,10.8,55.2,-2.0,1,-0.1399598963634442,-0.767683826097029
17641,10.8,52.5,10.0,1,-0.3517853018638135,-0.7913930304615779
17642,10.8,49.0,-128.0,2,5.793583096801339,-0.7792956700816406
17643,10.8,54.1,-9.0,1,-0.0161969814606054,-0.7752064380965006
17644,10.8,57.1,-12.0,1,0.0365871938624404,-0.750720003802301
17645,10.8,54.7,-6.0,1,-0.0692477519610135,-0.7709561500117649
17646,10.8,56.3,17.0,1,-0.4757481631496738,-0.7623178766779048
17647,10.8,52.4,15.0,1,-0.7315837291248004,-0.905414360804624
17648,10.8,51.9,7.0,1,-0.2987345313634054,-0.7956433185463138
17649,10.8,53.9,15.0,1,-0.7316948104487012,-0.8934407264800674
17650,10.8,54.5,0.0,1,-0.4667075531240228,-0.8859554445248098
17651,10.8,49.4,15.0,1,-0.7313615664769986,-0.9293616294537366
17652,10.8,55.3,-16.0,1,-0.1840663273189153,-0.8766939561112497
17653,10.8,55.6,-11.0,1,0.0190294958627254,-0.7628733600085531
17654,10.8,54.3,-9.0,1,-0.0162117923037922,-0.7736099535198931
17655,10.8,55.0,-4.0,1,-0.3960694629375261,-0.881245345556508
17656,10.8,49.4,15.0,1,-0.7313615664769986,-0.9293616294537366
17657,10.8,54.8,-3.0,1,-0.1222614953534547,-0.7706970733685482
17658,10.8,54.8,-10.0,1,0.0014199599118567,-0.7694390201966786
17659,10.8,52.7,6.0,1,-0.2811249954125367,-0.7890776583581881
17660,10.8,53.2,12.0,1,-0.387174698462199,-0.786164778206843
17661,10.8,54.8,3.0,1,-0.2282741712951501,-0.771775404658722
18379,11.3,52.0,-14.0,1,0.070766634127004,-0.6419275885001618
22458,10.4,57.8,12.0,1,-0.3862867119483502,-0.8687602955386617
22459,10.4,53.3,-5.0,1,-0.0855842194751768,-0.9016259265235048
22460,10.4,53.9,-8.0,1,-0.32408425009839,-1.0086217857948585
22461,10.4,60.5,14.0,1,-0.4218242169786035,-0.8475671975178515
22462,10.4,53.8,16.0,1,-0.7481275484435786,-1.0137333532438582
22463,10.4,53.5,3.0,1,-0.2269492649072909,-0.9014672170004624
22464,10.4,56.8,-5.0,1,-0.3773053452954462,-0.9860119250791368
22465,10.4,55.8,-10.0,1,-0.2888873944614327,-0.9930957385536962
22466,10.4,55.5,18.0,1,-0.7835909992578982,-1.000522678106086
22467,10.4,48.2,-7.0,1,-0.0498689843266819,-0.9419768394636052
22468,10.4,56.2,-6.0,1,-0.0681301973777693,-0.8782971782810002
22469,10.4,52.7,16.0,1,-0.7480460888060514,-1.0225140184152002
22470,10.4,59.1,16.0,1,-0.7485200357880286,-0.9714265119637592
22471,10.4,60.7,11.0,1,-0.3688326898509426,-0.845431547296157
22472,10.4,59.1,16.0,1,-0.7485200357880286,-0.9714265119637592
22473,10.4,55.1,-12.0,1,-0.2534979978630471,-0.9983239908084314
22474,10.4,54.8,-10.0,1,0.0026485958190018,-0.8887536827904701
22475,10.4,56.5,8.0,1,-0.6069772602376728,-0.9907430364060914
22476,10.4,58.4,-15.0,1,0.0907258972597192,-0.8591183510030566
22477,10.4,54.6,-15.0,1,-0.2004546327842323,-1.0017760366048631
22478,10.4,56.2,-8.0,1,-0.3242545747950381,-0.9902622131638724
22479,10.4,58.3,9.0,1,-0.3333174010854693,-0.8642299184520562
22480,10.4,52.2,13.0,1,-0.403540787662736,-0.913641585565368
22481,10.4,57.1,-9.0,1,-0.3066524442657627,-0.9828983106874428
22482,10.4,60.4,4.0,1,-0.2451290183208511,-0.8465682209891988
22483,10.4,70.4,10.0,1,-0.3518822364218859,-0.7678223234489968
22484,10.4,53.5,15.0,1,-0.7304365528551826,-1.0159483582270743
22485,10.4,58.5,-15.0,1,-0.2007434442263747,-0.9706445873610158
22486,10.4,60.3,9.0,1,-0.3334655095173372,-0.8482650726859807
22487,10.4,55.9,11.0,1,-0.3684772296144597,-0.8837471771347374
22488,10.4,54.1,-10.0,1,0.0027004337701555,-0.8943413788085967
22489,10.4,60.7,11.0,1,-0.3688326898509426,-0.845431547296157
22490,10.4,58.7,-13.0,1,0.0553661223477072,-0.8570830679015365
22491,10.4,58.4,-13.0,1,0.0553883386124873,-0.8594777947664479
22492,10.4,54.4,-4.0,1,-0.10333445843632,-0.893024983233859
22493,10.4,57.8,4.0,1,-0.2449364773594227,-0.8673225204850968
22494,10.4,57.2,-2.0,1,-0.4303413049526676,-0.983358121571008
22495,10.4,60.5,14.0,1,-0.4218242169786035,-0.8475671975178515
22496,10.4,48.5,17.0,1,-0.7654038404227447,-1.0562199164056532
22497,10.4,60.5,-8.0,1,-0.0331110718590534,-0.8436133161205472
22498,10.4,52.5,-16.0,1,-0.1826303396071551,-1.0183594027775462
22499,10.4,53.5,13.0,1,-0.4036370581434501,-0.903264435817419
22500,10.4,49.6,12.0,1,-0.3856794673776917,-0.93421616317957
22501,10.4,49.9,-7.0,1,-0.0499948764937696,-0.9284067205624416
22502,10.4,51.4,-16.0,1,-0.1825488799696278,-1.0271400679488876
22503,10.4,60.5,14.0,1,-0.4218242169786035,-0.8475671975178515
22504,10.4,54.6,-15.0,1,-0.2004546327842323,-1.0017760366048631
22505,10.4,58.7,-13.0,1,0.0553661223477072,-0.8570830679015365
22506,10.4,49.5,13.0,1,-0.6948027773442151,-1.0475186059958332
22507,10.4,50.2,7.0,1,-0.2973800032891726,-0.9285281000412692
22508,10.4,60.4,4.0,1,-0.2451290183208511,-0.8465682209891988
22509,10.4,55.9,12.0,1,-0.3861460089380757,-0.8839268990164332
22510,10.4,58.5,-15.0,1,-0.2007434442263747,-0.9706445873610158
22511,10.4,70.4,4.0,1,-0.2458695604801903,-0.7667439921588228
23222,10.9,54.5,-13.0,1,-0.2373205808938021,-0.8537903944143186
23223,10.9,55.9,-11.0,1,0.018700120621159,-0.7306499674951937
23224,10.9,50.8,5.0,1,-0.2636226720554325,-0.7742358743058163
23225,10.9,56.1,-15.0,1,-0.2021015089920647,-0.8406590740380676
23226,10.9,49.8,19.0,1,-0.802373464434622,-0.8970588821788567
23227,10.9,53.8,-7.0,1,-0.0518194828198433,-0.7481319430763554
23228,10.9,55.0,-7.0,1,-0.3433702839434646,-0.8508775142629735
23229,10.9,59.5,-8.0,1,-0.3260347485915514,-0.8147768894076086
23230,10.9,55.8,-15.0,1,-0.2020792927272844,-0.8430538009029788
23231,10.9,54.9,-10.0,1,-0.2903565405510236,-0.8511365909061909
23232,10.9,55.9,-15.0,1,-0.2020866981488778,-0.8422555586146746
23233,10.9,53.8,-8.0,1,-0.0341507034962274,-0.7479522211946596
23234,10.9,53.0,-17.0,1,-0.1665343822754376,-0.8650451412120925
23235,10.9,56.5,6.0,1,-0.2817135604098719,-0.7289157857541975
23236,10.9,55.6,-8.0,1,-0.3257459371494091,-0.8459083386514556
23237,10.9,53.8,-8.0,1,-0.0341507034962274,-0.7479522211946596
23238,10.9,52.9,4.0,1,-0.2461094065852779,-0.7572930643697416
23239,10.9,54.3,-7.0,1,-0.0518565099278103,-0.7441407316348366
23240,10.9,50.7,13.0,1,-0.696427437287267,-0.8887963702939484
23241,10.9,55.0,3.0,1,-0.2285961411151232,-0.7403502544336668
23242,10.9,55.6,-8.0,1,-0.3257459371494091,-0.8459083386514556
23243,10.9,53.9,16.0,1,-0.7496707487491034,-0.8637917827133154
23244,10.9,55.4,-11.0,1,0.018737147729126,-0.7346411789367128
23245,10.9,55.9,-15.0,1,-0.2020866981488778,-0.8422555586146746
23246,10.9,52.1,3.0,1,-0.2283813838889148,-0.7634992807944759
23247,10.9,54.2,3.0,1,-0.2285368977423761,-0.7467361927400971
23248,10.9,52.3,-10.0,1,0.0012979364749052,-0.7595664117558251
23249,10.9,50.7,16.0,1,-0.7494337752581148,-0.8893355359390354
23250,10.9,55.9,-11.0,1,0.018700120621159,-0.7306499674951937
23251,10.9,50.7,16.0,1,-0.7494337752581148,-0.8893355359390354
23252,10.9,53.9,15.0,1,-0.7320019694254875,-0.863612060831619
23253,10.9,54.5,-3.0,1,-0.1225464380654608,-0.7432631345850115
23254,10.9,55.3,13.0,1,-0.4053061506160625,-0.7397527463857122
23255,10.9,55.0,-128.0,2,5.79283161252895,-0.7015724671349675
23256,10.9,52.4,-4.0,1,-0.1047221448883835,-0.7598465007576951
23257,10.9,55.9,-11.0,1,0.018700120621159,-0.7306499674951937
23258,10.9,51.4,-5.0,1,-0.0869793113488337,-0.7676492017590372
23259,10.9,49.8,19.0,1,-0.802373464434622,-0.8970588821788567
23260,10.9,56.9,3.0,1,-0.2287368441253977,-0.7251836509558952
23261,10.9,54.4,-13.0,1,0.0541487605922917,-0.742264158056359
23262,10.9,56.2,-8.0,1,-0.0343284336144689,-0.7287944062753694
23263,10.9,54.4,-13.0,1,0.0541487605922917,-0.742264158056359
23264,10.9,51.4,-5.0,1,-0.0869793113488337,-0.7676492017590372
23265,10.9,53.5,-4.0,1,-0.1048036045259109,-0.7510658355863535
23266,10.9,50.6,-17.0,1,-0.1663566521571962,-0.8842029561313834
23267,10.9,53.5,9.0,1,-0.3344977357329178,-0.753402220048397
23268,10.9,55.8,-15.0,1,-0.2020792927272844,-0.8430538009029788
23269,10.9,51.0,-13.0,1,0.0544005449264671,-0.7694043958586869
23270,10.9,54.9,4.0,1,-0.2462575150171458,-0.7413282186036664
23271,10.9,55.2,-17.0,1,-0.1666973015504922,-0.8474838108694097
1980,10.5,57.7,0.0,1,-0.174561113620152,-0.8375732095981699
1981,10.5,59.0,0.0,1,-0.1746573841008661,-0.8271960598502209
1982,10.5,56.2,0.0,1,-0.1744500322962511,-0.8495468439227263
1983,10.5,57.1,0.0,1,-0.1745166810905916,-0.8423626633279927
1984,10.5,57.7,0.0,1,-0.174561113620152,-0.8375732095981699
1985,10.5,53.9,0.0,1,-0.174279707599603,-0.8679064165537129
2653,11.0,60.9,0.0,1,-0.176333881995072,-0.6628861281302103
6908,10.6,57.2,0.0,1,-0.1748312454889713,-0.8117357553912409
12235,10.7,59.3,0.0,1,-0.1752939183192188,-0.765144001688414
12236,10.7,57.4,0.0,1,-0.1751532153089444,-0.7803106051661854
12237,10.7,59.0,0.0,1,-0.1752717020544387,-0.7675387285533255
12238,10.7,57.4,0.0,1,-0.1751532153089444,-0.7803106051661854
12239,10.7,59.7,0.0,1,-0.1753235400055925,-0.7619510325351992
12240,10.7,56.5,0.0,1,-0.1750865665146039,-0.7874947857609196
12241,10.7,59.3,0.0,1,-0.1752939183192188,-0.765144001688414
12242,10.7,57.2,0.0,1,-0.1751384044657576,-0.781907089742793
12243,10.7,60.0,0.0,1,-0.1753457562703727,-0.7595563056702879
12244,10.7,56.6,0.0,1,-0.1750939719361972,-0.7866965434726156
12245,10.7,57.5,0.0,1,-0.1751606207305378,-0.7795123628778818
12246,10.7,55.2,0.0,1,-0.4664522320983904,-0.910196414155132
12247,10.7,55.8,0.0,1,-0.1750347285634501,-0.793082481779046
12248,10.7,55.1,0.0,1,-0.1749828906122962,-0.7986701777971721
